repo,baseline,state,query_id,query_type,eligible,n_relevant,stale_rank,fresh_rank,recall1_stale,recall3_stale,recall5_stale,recall10_stale,mrr_stale,recall1_fresh,recall3_fresh,recall5_fresh,recall10_fresh,mrr_fresh
PostSpark 3,A,fbe27e0bf,q-005,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,fbe27e0bf,q-006,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,fbe27e0bf,q-007,db-config,1,1,6,12,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,0.0,0.083333
PostSpark 3,A,fbe27e0bf,q-008,db-central,1,1,39,28,0.0,0.0,0.0,0.0,0.025641,0.0,0.0,0.0,0.0,0.035714
PostSpark 3,A,fbe27e0bf,q-009,db-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,fbe27e0bf,q-010,ai-central,1,1,2,2,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,fbe27e0bf,q-011,ai-added,1,1,-1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,fbe27e0bf,q-012,ai-added,1,1,-1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.166667
PostSpark 3,A,fbe27e0bf,q-013,ai-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,fbe27e0bf,q-014,ai-stable,1,2,1,16,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0625
PostSpark 3,A,fbe27e0bf,q-015,feature-stable,1,3,16,1,0.0,0.0,0.0,0.0,0.0625,0.333333,0.333333,0.333333,0.333333,1.0
PostSpark 3,A,fbe27e0bf,q-016,feature-added,1,1,-1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,fbe27e0bf,q-017,feature-added,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0
PostSpark 3,A,fbe27e0bf,q-018,ai-added,1,2,-1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058824
PostSpark 3,A,fbe27e0bf,q-019,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,fbe27e0bf,q-020,ai-added-late,1,2,-1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.111111
PostSpark 3,A,fbe27e0bf,q-022,ai-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,fbe27e0bf,q-023,ai-added,1,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,fbe27e0bf,q-024,ai-added,1,1,-1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
PostSpark 3,A,fbe27e0bf,q-025,editor-modified,1,2,-1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.2
PostSpark 3,A,fbe27e0bf,q-026,editor-added,1,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,fbe27e0bf,q-027,editor-modified,1,2,-1,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012821
PostSpark 3,A,fbe27e0bf,q-028,editor-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,fbe27e0bf,q-029,editor-modified,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,fbe27e0bf,q-030,editor-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,fbe27e0bf,q-031,editor-added-late,1,2,-1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125
PostSpark 3,A,fbe27e0bf,q-032,client-central,1,1,10,18,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.055556
PostSpark 3,A,fbe27e0bf,q-033,client-infra,1,2,1,1,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,A,fbe27e0bf,q-034,feature-added,1,2,-1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055556
PostSpark 3,A,fbe27e0bf,q-035,config-central,1,1,88,108,0.0,0.0,0.0,0.0,0.011364,0.0,0.0,0.0,0.0,0.009259
PostSpark 3,A,fbe27e0bf,q-036,infra-central,1,1,13,46,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.021739
PostSpark 3,A,fbe27e0bf,q-037,api-central,1,1,3,5,0.0,1.0,1.0,1.0,0.333333,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,fbe27e0bf,q-038,feature-stable,1,1,5,2,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,fbe27e0bf,q-039,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,fbe27e0bf,q-040,feature-stable,1,3,3,6,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,A,fbe27e0bf,q-041,subsystem-added-late,1,3,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,1.0,0.5
PostSpark 3,A,fbe27e0bf,q-042,ui-added-late,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,fbe27e0bf,q-046,view-added,1,1,2,2,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,e54d47184,q-001,auth-modified,1,2,60,43,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.0,0.0,0.023256
PostSpark 3,A,e54d47184,q-002,auth-central,1,3,3,6,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,A,e54d47184,q-003,billing-central,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,e54d47184,q-004,billing-infra,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,e54d47184,q-005,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,e54d47184,q-006,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,e54d47184,q-007,db-config,1,1,6,12,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,0.0,0.083333
PostSpark 3,A,e54d47184,q-008,db-central,1,1,39,29,0.0,0.0,0.0,0.0,0.025641,0.0,0.0,0.0,0.0,0.034483
PostSpark 3,A,e54d47184,q-009,db-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,e54d47184,q-010,ai-central,1,1,2,2,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,e54d47184,q-011,ai-added,1,1,-1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,e54d47184,q-012,ai-added,1,1,-1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.166667
PostSpark 3,A,e54d47184,q-013,ai-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,e54d47184,q-014,ai-stable,1,2,1,16,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0625
PostSpark 3,A,e54d47184,q-015,feature-stable,1,3,16,1,0.0,0.0,0.0,0.0,0.0625,0.333333,0.333333,0.666667,0.666667,1.0
PostSpark 3,A,e54d47184,q-016,feature-added,1,1,-1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,e54d47184,q-017,feature-added,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0
PostSpark 3,A,e54d47184,q-018,ai-added,1,2,-1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058824
PostSpark 3,A,e54d47184,q-019,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,e54d47184,q-020,ai-added-late,1,2,-1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.111111
PostSpark 3,A,e54d47184,q-022,ai-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,e54d47184,q-023,ai-added,1,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,e54d47184,q-024,ai-added,1,1,-1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
PostSpark 3,A,e54d47184,q-025,editor-modified,1,2,-1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.2
PostSpark 3,A,e54d47184,q-026,editor-added,1,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,e54d47184,q-027,editor-modified,1,2,-1,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012821
PostSpark 3,A,e54d47184,q-028,editor-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,e54d47184,q-029,editor-modified,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,e54d47184,q-030,editor-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,e54d47184,q-031,editor-added-late,1,2,-1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125
PostSpark 3,A,e54d47184,q-032,client-central,1,1,10,18,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.055556
PostSpark 3,A,e54d47184,q-033,client-infra,1,2,1,1,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,A,e54d47184,q-034,feature-added,1,2,-1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052632
PostSpark 3,A,e54d47184,q-035,config-central,1,1,88,108,0.0,0.0,0.0,0.0,0.011364,0.0,0.0,0.0,0.0,0.009259
PostSpark 3,A,e54d47184,q-036,infra-central,1,1,13,45,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.022222
PostSpark 3,A,e54d47184,q-037,api-central,1,1,3,5,0.0,1.0,1.0,1.0,0.333333,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,e54d47184,q-038,feature-stable,1,1,5,2,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,e54d47184,q-039,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,e54d47184,q-040,feature-stable,1,3,3,6,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,A,e54d47184,q-041,subsystem-added-late,1,3,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,1.0,0.5
PostSpark 3,A,e54d47184,q-042,ui-added-late,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,e54d47184,q-046,view-added,1,1,2,2,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,5b2c84088,q-001,auth-modified,1,2,60,43,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.0,0.0,0.023256
PostSpark 3,A,5b2c84088,q-002,auth-central,1,3,3,6,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,A,5b2c84088,q-003,billing-central,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,5b2c84088,q-004,billing-infra,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,5b2c84088,q-005,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,5b2c84088,q-006,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,5b2c84088,q-007,db-config,1,1,6,12,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,0.0,0.083333
PostSpark 3,A,5b2c84088,q-008,db-central,1,1,39,29,0.0,0.0,0.0,0.0,0.025641,0.0,0.0,0.0,0.0,0.034483
PostSpark 3,A,5b2c84088,q-009,db-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,5b2c84088,q-010,ai-central,1,1,2,2,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,5b2c84088,q-011,ai-added,1,1,-1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,5b2c84088,q-012,ai-added,1,1,-1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.166667
PostSpark 3,A,5b2c84088,q-013,ai-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,5b2c84088,q-014,ai-stable,1,2,1,16,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0625
PostSpark 3,A,5b2c84088,q-015,feature-stable,1,3,16,1,0.0,0.0,0.0,0.0,0.0625,0.333333,0.333333,0.666667,0.666667,1.0
PostSpark 3,A,5b2c84088,q-016,feature-added,1,1,-1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,5b2c84088,q-017,feature-added,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0
PostSpark 3,A,5b2c84088,q-018,ai-added,1,2,-1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058824
PostSpark 3,A,5b2c84088,q-019,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,5b2c84088,q-020,ai-added-late,1,2,-1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.111111
PostSpark 3,A,5b2c84088,q-022,ai-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,5b2c84088,q-023,ai-added,1,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,5b2c84088,q-024,ai-added,1,1,-1,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
PostSpark 3,A,5b2c84088,q-025,editor-modified,1,2,-1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.2
PostSpark 3,A,5b2c84088,q-026,editor-added,1,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,5b2c84088,q-027,editor-modified,1,2,-1,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012821
PostSpark 3,A,5b2c84088,q-028,editor-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,5b2c84088,q-029,editor-modified,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,5b2c84088,q-030,editor-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,5b2c84088,q-031,editor-added-late,1,2,-1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125
PostSpark 3,A,5b2c84088,q-032,client-central,1,1,10,18,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.055556
PostSpark 3,A,5b2c84088,q-033,client-infra,1,2,1,1,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,A,5b2c84088,q-034,feature-added,1,2,-1,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052632
PostSpark 3,A,5b2c84088,q-035,config-central,1,1,88,108,0.0,0.0,0.0,0.0,0.011364,0.0,0.0,0.0,0.0,0.009259
PostSpark 3,A,5b2c84088,q-036,infra-central,1,1,13,46,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.021739
PostSpark 3,A,5b2c84088,q-037,api-central,1,1,3,5,0.0,1.0,1.0,1.0,0.333333,0.0,0.0,1.0,1.0,0.2
PostSpark 3,A,5b2c84088,q-038,feature-stable,1,1,5,2,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,5b2c84088,q-039,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,5b2c84088,q-040,feature-stable,1,3,3,6,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,A,5b2c84088,q-041,subsystem-added-late,1,3,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,1.0,0.5
PostSpark 3,A,5b2c84088,q-042,ui-added-late,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,5b2c84088,q-046,view-added,1,1,2,2,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,29a4e15d7,q-001,auth-modified,1,2,60,64,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.0,0.0,0.015625
PostSpark 3,A,29a4e15d7,q-002,auth-central,1,3,3,6,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,A,29a4e15d7,q-003,billing-central,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,29a4e15d7,q-004,billing-infra,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,29a4e15d7,q-005,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,29a4e15d7,q-006,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,29a4e15d7,q-007,db-config,1,1,6,9,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,1.0,0.111111
PostSpark 3,A,29a4e15d7,q-008,db-central,1,1,39,39,0.0,0.0,0.0,0.0,0.025641,0.0,0.0,0.0,0.0,0.025641
PostSpark 3,A,29a4e15d7,q-009,db-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,29a4e15d7,q-010,ai-central,1,1,2,2,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,29a4e15d7,q-011,ai-added,1,1,-1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.333333
PostSpark 3,A,29a4e15d7,q-012,ai-added,1,1,-1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.166667
PostSpark 3,A,29a4e15d7,q-013,ai-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,29a4e15d7,q-014,ai-stable,1,2,1,21,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.047619
PostSpark 3,A,29a4e15d7,q-015,feature-stable,1,3,16,1,0.0,0.0,0.0,0.0,0.0625,0.333333,0.333333,0.333333,0.666667,1.0
PostSpark 3,A,29a4e15d7,q-016,feature-added,1,1,-1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25
PostSpark 3,A,29a4e15d7,q-017,feature-added,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0
PostSpark 3,A,29a4e15d7,q-018,ai-added,1,2,-1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
PostSpark 3,A,29a4e15d7,q-019,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,29a4e15d7,q-020,ai-added-late,1,2,-1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.111111
PostSpark 3,A,29a4e15d7,q-021,subsystem-added-late,1,3,-1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125
PostSpark 3,A,29a4e15d7,q-022,ai-added-late,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0
PostSpark 3,A,29a4e15d7,q-023,ai-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,29a4e15d7,q-024,ai-added,1,1,-1,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018519
PostSpark 3,A,29a4e15d7,q-025,editor-modified,1,2,-1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.2
PostSpark 3,A,29a4e15d7,q-026,editor-added,1,1,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,29a4e15d7,q-027,editor-modified,1,2,-1,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195
PostSpark 3,A,29a4e15d7,q-028,editor-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,29a4e15d7,q-029,editor-modified,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,29a4e15d7,q-030,editor-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,29a4e15d7,q-031,editor-added-late,1,2,-1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055556
PostSpark 3,A,29a4e15d7,q-032,client-central,1,1,10,37,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.027027
PostSpark 3,A,29a4e15d7,q-033,client-infra,1,2,1,1,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,A,29a4e15d7,q-034,feature-added,1,2,-1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
PostSpark 3,A,29a4e15d7,q-035,config-central,1,1,88,155,0.0,0.0,0.0,0.0,0.011364,0.0,0.0,0.0,0.0,0.006452
PostSpark 3,A,29a4e15d7,q-036,infra-central,1,1,13,75,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,0.013333
PostSpark 3,A,29a4e15d7,q-037,api-central,1,1,3,4,0.0,1.0,1.0,1.0,0.333333,0.0,0.0,1.0,1.0,0.25
PostSpark 3,A,29a4e15d7,q-038,feature-stable,1,1,5,3,0.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,1.0,0.333333
PostSpark 3,A,29a4e15d7,q-039,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,29a4e15d7,q-040,feature-stable,1,3,3,7,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.333333,0.142857
PostSpark 3,A,29a4e15d7,q-041,subsystem-added-late,1,3,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,1.0,0.5
PostSpark 3,A,29a4e15d7,q-042,ui-added-late,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,29a4e15d7,q-043,subsystem-added-late,1,4,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.5,0.5
PostSpark 3,A,29a4e15d7,q-046,view-added,1,1,2,3,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.333333
PostSpark 3,A,f4025186a,q-001,auth-modified,1,2,60,67,0.0,0.0,0.0,0.0,0.016667,0.0,0.0,0.0,0.0,0.014925
PostSpark 3,A,f4025186a,q-002,auth-central,1,3,3,6,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,A,f4025186a,q-003,billing-central,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,f4025186a,q-004,billing-infra,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,A,f4025186a,q-005,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,f4025186a,q-006,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,f4025186a,q-007,db-config,1,1,6,9,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,1.0,0.111111
PostSpark 3,A,f4025186a,q-008,db-central,1,1,39,33,0.0,0.0,0.0,0.0,0.025641,0.0,0.0,0.0,0.0,0.030303
PostSpark 3,A,f4025186a,q-009,db-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,f4025186a,q-010,ai-central,1,1,2,2,0.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
PostSpark 3,A,f4025186a,q-011,ai-added,1,1,-1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.333333
PostSpark 3,A,f4025186a,q-012,ai-added,1,1,-1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.166667
PostSpark 3,A,f4025186a,q-013,ai-added,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,A,f4025186a,q-014,ai-stable,1,2,1,21,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.047619
PostSpark 3,A,f4025186a,q-015,feature-stable,1,3,16,1,0.0,0.0,0.0,0.0,0.0625,0.333333,0.333333,0.666667,0.666667,1.0
