repo,baseline,state,query_id,query_type,eligible,n_relevant,stale_rank,fresh_rank,recall1_stale,recall3_stale,recall5_stale,recall10_stale,mrr_stale,recall1_fresh,recall3_fresh,recall5_fresh,recall10_fresh,mrr_fresh
PostSpark 3,B,afd9e04a9,q-038,feature-stable,1,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,afd9e04a9,q-039,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,afd9e04a9,q-040,feature-stable,1,3,7,6,0.0,0.0,0.0,0.666667,0.142857,0.0,0.0,0.0,0.333333,0.166667
PostSpark 3,B,afd9e04a9,q-041,subsystem-added-late,1,3,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,1.0,0.5
PostSpark 3,B,afd9e04a9,q-042,ui-added-late,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,B,afd9e04a9,q-046,view-added,1,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,0c8534b51,q-001,auth-modified,1,2,36,44,0.0,0.0,0.0,0.0,0.027778,0.0,0.0,0.0,0.0,0.022727
PostSpark 3,B,0c8534b51,q-002,auth-central,1,3,3,6,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,B,0c8534b51,q-003,billing-central,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,B,0c8534b51,q-004,billing-infra,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,B,0c8534b51,q-005,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,0c8534b51,q-006,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,0c8534b51,q-007,db-config,1,1,5,12,0.0,0.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.083333
PostSpark 3,B,0c8534b51,q-008,db-central,1,1,23,28,0.0,0.0,0.0,0.0,0.043478,0.0,0.0,0.0,0.0,0.035714
PostSpark 3,B,0c8534b51,q-009,db-added,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,0c8534b51,q-010,ai-central,1,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,0c8534b51,q-011,ai-added,1,1,3,5,0.0,1.0,1.0,1.0,0.333333,0.0,0.0,1.0,1.0,0.2
PostSpark 3,B,0c8534b51,q-012,ai-added,1,1,6,6,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,1.0,0.166667
PostSpark 3,B,0c8534b51,q-013,ai-added,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,0c8534b51,q-014,ai-stable,1,2,8,15,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.066667
PostSpark 3,B,0c8534b51,q-015,feature-stable,1,3,1,1,0.333333,0.333333,0.333333,0.333333,1.0,0.333333,0.333333,0.333333,0.333333,1.0
PostSpark 3,B,0c8534b51,q-016,feature-added,1,1,4,5,0.0,0.0,1.0,1.0,0.25,0.0,0.0,1.0,1.0,0.2
PostSpark 3,B,0c8534b51,q-017,feature-added,1,2,2,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0
PostSpark 3,B,0c8534b51,q-018,ai-added,1,2,25,17,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.058824
PostSpark 3,B,0c8534b51,q-019,feature-stable,1,1,2,1,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,0c8534b51,q-020,ai-added-late,1,2,9,9,0.0,0.0,0.0,0.5,0.111111,0.0,0.0,0.0,0.5,0.111111
PostSpark 3,B,0c8534b51,q-022,ai-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,0c8534b51,q-023,ai-added,1,1,3,2,0.0,1.0,1.0,1.0,0.333333,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,0c8534b51,q-024,ai-added,1,1,42,50,0.0,0.0,0.0,0.0,0.02381,0.0,0.0,0.0,0.0,0.02
PostSpark 3,B,0c8534b51,q-025,editor-modified,1,2,3,5,0.0,0.5,0.5,0.5,0.333333,0.0,0.0,0.5,1.0,0.2
PostSpark 3,B,0c8534b51,q-026,editor-added,1,1,3,4,0.0,1.0,1.0,1.0,0.333333,0.0,0.0,1.0,1.0,0.25
PostSpark 3,B,0c8534b51,q-027,editor-modified,1,2,23,98,0.0,0.0,0.0,0.0,0.043478,0.0,0.0,0.0,0.0,0.010204
PostSpark 3,B,0c8534b51,q-028,editor-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,0c8534b51,q-029,editor-modified,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,0c8534b51,q-030,editor-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,0c8534b51,q-032,client-central,1,1,26,18,0.0,0.0,0.0,0.0,0.038462,0.0,0.0,0.0,0.0,0.055556
PostSpark 3,B,0c8534b51,q-033,client-infra,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,B,0c8534b51,q-034,feature-added,1,2,16,19,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.052632
PostSpark 3,B,0c8534b51,q-035,config-central,1,1,201,107,0.0,0.0,0.0,0.0,0.004975,0.0,0.0,0.0,0.0,0.009346
PostSpark 3,B,0c8534b51,q-036,infra-central,1,1,25,47,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.021277
PostSpark 3,B,0c8534b51,q-037,api-central,1,1,2,5,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.2
PostSpark 3,B,0c8534b51,q-038,feature-stable,1,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,0c8534b51,q-039,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,0c8534b51,q-040,feature-stable,1,3,7,6,0.0,0.0,0.0,0.666667,0.142857,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,B,0c8534b51,q-041,subsystem-added-late,1,3,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,1.0,0.5
PostSpark 3,B,0c8534b51,q-042,ui-added-late,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,B,0c8534b51,q-046,view-added,1,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,458bf5862,q-001,auth-modified,1,2,36,44,0.0,0.0,0.0,0.0,0.027778,0.0,0.0,0.0,0.0,0.022727
PostSpark 3,B,458bf5862,q-002,auth-central,1,3,3,6,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,B,458bf5862,q-003,billing-central,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,B,458bf5862,q-004,billing-infra,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,B,458bf5862,q-005,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,458bf5862,q-006,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,458bf5862,q-007,db-config,1,1,5,12,0.0,0.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.083333
PostSpark 3,B,458bf5862,q-008,db-central,1,1,23,28,0.0,0.0,0.0,0.0,0.043478,0.0,0.0,0.0,0.0,0.035714
PostSpark 3,B,458bf5862,q-009,db-added,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,458bf5862,q-010,ai-central,1,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,458bf5862,q-011,ai-added,1,1,3,5,0.0,1.0,1.0,1.0,0.333333,0.0,0.0,1.0,1.0,0.2
PostSpark 3,B,458bf5862,q-012,ai-added,1,1,6,6,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,1.0,0.166667
PostSpark 3,B,458bf5862,q-013,ai-added,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,458bf5862,q-014,ai-stable,1,2,8,15,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.066667
PostSpark 3,B,458bf5862,q-015,feature-stable,1,3,1,1,0.333333,0.333333,0.333333,0.333333,1.0,0.333333,0.333333,0.333333,0.333333,1.0
PostSpark 3,B,458bf5862,q-016,feature-added,1,1,4,5,0.0,0.0,1.0,1.0,0.25,0.0,0.0,1.0,1.0,0.2
PostSpark 3,B,458bf5862,q-017,feature-added,1,2,2,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0
PostSpark 3,B,458bf5862,q-018,ai-added,1,2,25,17,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.058824
PostSpark 3,B,458bf5862,q-019,feature-stable,1,1,2,1,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,458bf5862,q-020,ai-added-late,1,2,9,9,0.0,0.0,0.0,0.5,0.111111,0.0,0.0,0.0,0.5,0.111111
PostSpark 3,B,458bf5862,q-022,ai-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,458bf5862,q-023,ai-added,1,1,3,2,0.0,1.0,1.0,1.0,0.333333,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,458bf5862,q-024,ai-added,1,1,42,50,0.0,0.0,0.0,0.0,0.02381,0.0,0.0,0.0,0.0,0.02
PostSpark 3,B,458bf5862,q-025,editor-modified,1,2,3,5,0.0,0.5,0.5,0.5,0.333333,0.0,0.0,0.5,1.0,0.2
PostSpark 3,B,458bf5862,q-026,editor-added,1,1,3,4,0.0,1.0,1.0,1.0,0.333333,0.0,0.0,1.0,1.0,0.25
PostSpark 3,B,458bf5862,q-027,editor-modified,1,2,23,98,0.0,0.0,0.0,0.0,0.043478,0.0,0.0,0.0,0.0,0.010204
PostSpark 3,B,458bf5862,q-028,editor-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,458bf5862,q-029,editor-modified,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,458bf5862,q-030,editor-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,458bf5862,q-031,editor-added-late,1,2,-1,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029412
PostSpark 3,B,458bf5862,q-032,client-central,1,1,26,18,0.0,0.0,0.0,0.0,0.038462,0.0,0.0,0.0,0.0,0.055556
PostSpark 3,B,458bf5862,q-033,client-infra,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,B,458bf5862,q-034,feature-added,1,2,16,19,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.052632
PostSpark 3,B,458bf5862,q-035,config-central,1,1,201,108,0.0,0.0,0.0,0.0,0.004975,0.0,0.0,0.0,0.0,0.009259
PostSpark 3,B,458bf5862,q-036,infra-central,1,1,25,47,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.021277
PostSpark 3,B,458bf5862,q-037,api-central,1,1,2,5,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.2
PostSpark 3,B,458bf5862,q-038,feature-stable,1,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,458bf5862,q-039,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,458bf5862,q-040,feature-stable,1,3,7,6,0.0,0.0,0.0,0.666667,0.142857,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,B,458bf5862,q-041,subsystem-added-late,1,3,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,1.0,0.5
PostSpark 3,B,458bf5862,q-042,ui-added-late,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,B,458bf5862,q-046,view-added,1,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,552aa4343,q-001,auth-modified,1,2,36,44,0.0,0.0,0.0,0.0,0.027778,0.0,0.0,0.0,0.0,0.022727
PostSpark 3,B,552aa4343,q-002,auth-central,1,3,3,6,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,B,552aa4343,q-003,billing-central,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,B,552aa4343,q-004,billing-infra,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,B,552aa4343,q-005,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,552aa4343,q-006,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,552aa4343,q-007,db-config,1,1,5,12,0.0,0.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.083333
PostSpark 3,B,552aa4343,q-008,db-central,1,1,23,28,0.0,0.0,0.0,0.0,0.043478,0.0,0.0,0.0,0.0,0.035714
PostSpark 3,B,552aa4343,q-009,db-added,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,552aa4343,q-010,ai-central,1,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,552aa4343,q-011,ai-added,1,1,3,5,0.0,1.0,1.0,1.0,0.333333,0.0,0.0,1.0,1.0,0.2
PostSpark 3,B,552aa4343,q-012,ai-added,1,1,6,6,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,1.0,0.166667
PostSpark 3,B,552aa4343,q-013,ai-added,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,552aa4343,q-014,ai-stable,1,2,8,16,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0625
PostSpark 3,B,552aa4343,q-015,feature-stable,1,3,1,1,0.333333,0.333333,0.333333,0.333333,1.0,0.333333,0.333333,0.333333,0.333333,1.0
PostSpark 3,B,552aa4343,q-016,feature-added,1,1,4,5,0.0,0.0,1.0,1.0,0.25,0.0,0.0,1.0,1.0,0.2
PostSpark 3,B,552aa4343,q-017,feature-added,1,2,2,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0
PostSpark 3,B,552aa4343,q-018,ai-added,1,2,25,17,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.058824
PostSpark 3,B,552aa4343,q-019,feature-stable,1,1,2,1,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,552aa4343,q-020,ai-added-late,1,2,9,9,0.0,0.0,0.0,0.5,0.111111,0.0,0.0,0.0,0.5,0.111111
PostSpark 3,B,552aa4343,q-022,ai-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,552aa4343,q-023,ai-added,1,1,3,2,0.0,1.0,1.0,1.0,0.333333,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,552aa4343,q-024,ai-added,1,1,42,50,0.0,0.0,0.0,0.0,0.02381,0.0,0.0,0.0,0.0,0.02
PostSpark 3,B,552aa4343,q-025,editor-modified,1,2,3,5,0.0,0.5,0.5,0.5,0.333333,0.0,0.0,0.5,1.0,0.2
PostSpark 3,B,552aa4343,q-026,editor-added,1,1,3,2,0.0,1.0,1.0,1.0,0.333333,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,552aa4343,q-027,editor-modified,1,2,23,78,0.0,0.0,0.0,0.0,0.043478,0.0,0.0,0.0,0.0,0.012821
PostSpark 3,B,552aa4343,q-028,editor-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,552aa4343,q-029,editor-modified,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,552aa4343,q-030,editor-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,552aa4343,q-031,editor-added-late,1,2,-1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125
PostSpark 3,B,552aa4343,q-032,client-central,1,1,26,19,0.0,0.0,0.0,0.0,0.038462,0.0,0.0,0.0,0.0,0.052632
PostSpark 3,B,552aa4343,q-033,client-infra,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,B,552aa4343,q-034,feature-added,1,2,16,18,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.055556
PostSpark 3,B,552aa4343,q-035,config-central,1,1,201,108,0.0,0.0,0.0,0.0,0.004975,0.0,0.0,0.0,0.0,0.009259
PostSpark 3,B,552aa4343,q-036,infra-central,1,1,25,47,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.021277
PostSpark 3,B,552aa4343,q-037,api-central,1,1,2,5,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.2
PostSpark 3,B,552aa4343,q-038,feature-stable,1,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,552aa4343,q-039,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,552aa4343,q-040,feature-stable,1,3,7,6,0.0,0.0,0.0,0.666667,0.142857,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,B,552aa4343,q-041,subsystem-added-late,1,3,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,1.0,0.5
PostSpark 3,B,552aa4343,q-042,ui-added-late,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,B,552aa4343,q-046,view-added,1,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,fbe27e0bf,q-001,auth-modified,1,2,36,43,0.0,0.0,0.0,0.0,0.027778,0.0,0.0,0.0,0.0,0.023256
PostSpark 3,B,fbe27e0bf,q-002,auth-central,1,3,3,6,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,B,fbe27e0bf,q-003,billing-central,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,B,fbe27e0bf,q-004,billing-infra,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,B,fbe27e0bf,q-005,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,fbe27e0bf,q-006,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,fbe27e0bf,q-007,db-config,1,1,5,12,0.0,0.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.083333
PostSpark 3,B,fbe27e0bf,q-008,db-central,1,1,23,28,0.0,0.0,0.0,0.0,0.043478,0.0,0.0,0.0,0.0,0.035714
PostSpark 3,B,fbe27e0bf,q-009,db-added,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,fbe27e0bf,q-010,ai-central,1,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,fbe27e0bf,q-011,ai-added,1,1,3,5,0.0,1.0,1.0,1.0,0.333333,0.0,0.0,1.0,1.0,0.2
PostSpark 3,B,fbe27e0bf,q-012,ai-added,1,1,6,6,0.0,0.0,0.0,1.0,0.166667,0.0,0.0,0.0,1.0,0.166667
PostSpark 3,B,fbe27e0bf,q-013,ai-added,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,fbe27e0bf,q-014,ai-stable,1,2,8,16,0.0,0.0,0.0,0.5,0.125,0.0,0.0,0.0,0.0,0.0625
PostSpark 3,B,fbe27e0bf,q-015,feature-stable,1,3,1,1,0.333333,0.333333,0.333333,0.333333,1.0,0.333333,0.333333,0.333333,0.333333,1.0
PostSpark 3,B,fbe27e0bf,q-016,feature-added,1,1,4,5,0.0,0.0,1.0,1.0,0.25,0.0,0.0,1.0,1.0,0.2
PostSpark 3,B,fbe27e0bf,q-017,feature-added,1,2,2,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0
PostSpark 3,B,fbe27e0bf,q-018,ai-added,1,2,25,17,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.058824
PostSpark 3,B,fbe27e0bf,q-019,feature-stable,1,1,2,1,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,fbe27e0bf,q-020,ai-added-late,1,2,9,9,0.0,0.0,0.0,0.5,0.111111,0.0,0.0,0.0,0.5,0.111111
PostSpark 3,B,fbe27e0bf,q-022,ai-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,fbe27e0bf,q-023,ai-added,1,1,3,2,0.0,1.0,1.0,1.0,0.333333,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,fbe27e0bf,q-024,ai-added,1,1,42,50,0.0,0.0,0.0,0.0,0.02381,0.0,0.0,0.0,0.0,0.02
PostSpark 3,B,fbe27e0bf,q-025,editor-modified,1,2,3,5,0.0,0.5,0.5,0.5,0.333333,0.0,0.0,0.5,1.0,0.2
PostSpark 3,B,fbe27e0bf,q-026,editor-added,1,1,3,2,0.0,1.0,1.0,1.0,0.333333,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,fbe27e0bf,q-027,editor-modified,1,2,23,78,0.0,0.0,0.0,0.0,0.043478,0.0,0.0,0.0,0.0,0.012821
PostSpark 3,B,fbe27e0bf,q-028,editor-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,fbe27e0bf,q-029,editor-modified,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,fbe27e0bf,q-030,editor-added-late,1,1,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,fbe27e0bf,q-031,editor-added-late,1,2,-1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125
PostSpark 3,B,fbe27e0bf,q-032,client-central,1,1,26,18,0.0,0.0,0.0,0.0,0.038462,0.0,0.0,0.0,0.0,0.055556
PostSpark 3,B,fbe27e0bf,q-033,client-infra,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0
PostSpark 3,B,fbe27e0bf,q-034,feature-added,1,2,16,18,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.055556
PostSpark 3,B,fbe27e0bf,q-035,config-central,1,1,201,108,0.0,0.0,0.0,0.0,0.004975,0.0,0.0,0.0,0.0,0.009259
PostSpark 3,B,fbe27e0bf,q-036,infra-central,1,1,25,46,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.021739
PostSpark 3,B,fbe27e0bf,q-037,api-central,1,1,2,5,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.2
PostSpark 3,B,fbe27e0bf,q-038,feature-stable,1,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,fbe27e0bf,q-039,feature-stable,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,fbe27e0bf,q-040,feature-stable,1,3,7,6,0.0,0.0,0.0,0.666667,0.142857,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,B,fbe27e0bf,q-041,subsystem-added-late,1,3,-1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.666667,1.0,0.5
PostSpark 3,B,fbe27e0bf,q-042,ui-added-late,1,2,-1,1,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,B,fbe27e0bf,q-046,view-added,1,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
PostSpark 3,B,10b598724,q-001,auth-modified,1,2,36,42,0.0,0.0,0.0,0.0,0.027778,0.0,0.0,0.0,0.0,0.02381
PostSpark 3,B,10b598724,q-002,auth-central,1,3,3,6,0.0,0.333333,0.666667,0.666667,0.333333,0.0,0.0,0.0,0.666667,0.166667
PostSpark 3,B,10b598724,q-003,billing-central,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,B,10b598724,q-004,billing-infra,1,2,1,1,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
PostSpark 3,B,10b598724,q-005,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,10b598724,q-006,ui-peripheral,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,10b598724,q-007,db-config,1,1,5,12,0.0,0.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.083333
PostSpark 3,B,10b598724,q-008,db-central,1,1,23,29,0.0,0.0,0.0,0.0,0.043478,0.0,0.0,0.0,0.0,0.034483
PostSpark 3,B,10b598724,q-009,db-added,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PostSpark 3,B,10b598724,q-010,ai-central,1,1,1,2,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
